Diet,Meal,Category,Food_Item,Calories,Protein_g,Carbs_g,Fat_g
veg,Breakfast,breakfast_item,Oats Porridge 465,479,20,24,8
veg,Lunch,rice,Fried Rice 209,215,5,62,6
veg,Snack,snack,Roasted Nuts 485,95,10,23,9
veg,Breakfast,breakfast_item,Oats Porridge 303,245,13,38,10
veg,Snack,beverage,Filter Coffee 145,152,0,32,3
veg,Snack,beverage,Green Tea 813,204,2,28,0
veg,Breakfast,breakfast_item,Oats Porridge 970,500,17,44,10
veg,Snack,beverage,Mango Shake 944,247,3,37,5
veg,Lunch,salad,Corn Salad 546,124,1,15,7
veg,Dinner,flatbread,Butter Naan 808,90,4,21,8
veg,Dinner,dry_veg,Paneer Bhurji 948,126,9,22,12
veg,Lunch,salad,Cucumber Salad 732,60,1,10,2
veg,Lunch,flatbread,Roti 947,89,5,38,2
veg,Dinner,salad,Coleslaw 624,44,8,11,4
veg,Dinner,soup,Tomato Soup 750,65,8,6,0
veg,Snack,beverage,Mango Shake 755,213,0,19,2
veg,Dinner,curry,Mushroom Masala 96,386,6,26,9
veg,Snack,snack,Fruit Bowl 554,115,12,30,15
veg,Dinner,dry_veg,Baingan Bharta 498,145,4,18,15
veg,Snack,beverage,Filter Coffee 793,250,4,30,2
veg,Lunch,rice,Peas Pulao 145,339,8,59,1
veg,Breakfast,beverage,Green Tea 154,77,5,11,0
veg,Dinner,dry_veg,Potato Fry 421,225,7,23,10
veg,Lunch,curry,Dal Fry 917,182,8,30,19
veg,Breakfast,breakfast_item,Oats Porridge 982,295,14,59,10
veg,Snack,beverage,Coconut Water 649,134,1,24,10
veg,Breakfast,breakfast_item,Muesli with Milk 242,255,11,32,5
veg,Breakfast,breakfast_item,Muesli with Milk 700,455,18,40,10
veg,Lunch,flatbread,Aloo Paratha 911,148,7,21,8
veg,Lunch,salad,Fruit Salad 604,86,8,14,7
veg,Lunch,rice,Lemon Rice 719,275,3,47,7
non-veg,Dinner,curry,Egg Curry 703,240,6,23,12
non-veg,Breakfast,breakfast_item,Omelette 730,463,12,36,8
veg,Breakfast,beverage,Green Tea 594,183,2,34,9
non-veg,Lunch,curry,Fish Curry 148,352,6,15,9
veg,Dinner,curry,Rajma Masala 707,249,21,23,12
veg,Dinner,curry,Sambar 202,183,18,25,25
veg,Dinner,salad,Fruit Salad 239,110,3,10,8
veg,Dinner,soup,Lentil Soup 627,106,2,7,0
veg,Lunch,salad,Coleslaw 925,74,1,12,2
veg,Dinner,curry,Malai Kofta 55,209,22,14,19
veg,Breakfast,breakfast_item,Puri Bhaji 317,341,20,23,14
veg,Lunch,salad,Greek Salad 14,124,1,11,1
veg,Lunch,beverage,Masala Chai 247,188,5,14,2
veg,Dinner,soup,Sweet Corn Soup 528,61,2,13,1
veg,Snack,beverage,Lemonade 83,235,3,37,0
veg,Breakfast,breakfast_item,Idli Sambar 805,493,6,45,20
veg,Lunch,curry,Chana Masala 877,241,17,23,5
veg,Dinner,flatbread,Methi Thepla 270,232,7,25,2
veg,Breakfast,beverage,Mango Shake 139,209,5,39,1
veg,Lunch,flatbread,Missi Roti 459,200,6,35,3
non-veg,Lunch,curry,Chicken Curry 431,202,10,21,20
veg,Dinner,dry_veg,Cabbage Sabzi 996,219,3,22,8
veg,Dinner,soup,Hot and Sour Soup 627,55,2,12,4
veg,Breakfast,breakfast_item,Puri Bhaji 785,411,17,51,15
veg,Dinner,flatbread,Kulcha 445,189,8,21,10
veg,Lunch,rice,Lemon Rice 698,273,6,60,6
non-veg,Breakfast,breakfast_item,Omelette 879,405,7,33,13
veg,Snack,snack,Makhana 23,194,8,29,3
veg,Lunch,salad,Fruit Salad 532,90,8,13,6
veg,Snack,snack,Protein Bar 233,136,11,26,14
veg,Breakfast,breakfast_item,Muesli with Milk 876,444,18,22,10
veg,Lunch,salad,Chickpea Salad 297,57,4,15,9
veg,Dinner,salad,Greek Salad 755,126,8,10,1
veg,Snack,snack,Fruit Bowl 691,96,6,26,12
veg,Lunch,curry,Mushroom Masala 487,206,22,14,24
veg,Breakfast,beverage,Coconut Water 278,77,5,38,0
veg,Snack,beverage,Coconut Water 224,73,2,31,2
veg,Lunch,curry,Dal Tadka 703,315,18,17,5
veg,Dinner,curry,Mixed Vegetable Curry 408,163,5,20,17
veg,Breakfast,beverage,Filter Coffee 82,71,4,26,8
veg,Breakfast,breakfast_item,Pancakes 310,427,15,50,10
veg,Breakfast,beverage,Green Tea 417,250,0,35,3
veg,Dinner,salad,Green Salad 354,105,1,11,10
non-veg,Lunch,rice,Chicken Biryani 350,292,6,44,4
veg,Dinner,flatbread,Missi Roti 80,148,6,15,3
veg,Snack,snack,Bhel Puri 595,72,12,13,9
veg,Breakfast,breakfast_item,Cheese Toast 851,281,18,47,10
veg,Lunch,rice,Steamed Rice 806,356,3,65,5
veg,Breakfast,breakfast_item,Oats Porridge 801,440,12,35,7
veg,Snack,beverage,Buttermilk (Chaas) 70,201,5,25,7
veg,Lunch,curry,Malai Kofta 683,237,11,17,15
veg,Dinner,salad,Chickpea Salad 939,97,5,9,5
veg,Lunch,dry_veg,Mix Veg Dry 142,108,6,11,8
veg,Dinner,salad,Corn Salad 25,106,1,9,0
veg,Breakfast,beverage,Orange Juice 9,230,4,37,7
veg,Snack,beverage,Filter Coffee 701,179,1,38,2
veg,Breakfast,breakfast_item,Pancakes 682,403,17,50,8
veg,Breakfast,beverage,Coconut Water 622,248,1,22,4
veg,Lunch,curry,Mixed Vegetable Curry 556,302,24,20,20
veg,Breakfast,beverage,Buttermilk (Chaas) 356,68,5,16,1
veg,Dinner,dry_veg,Mix Veg Dry 243,111,9,12,12
veg,Breakfast,beverage,Filter Coffee 278,119,4,12,8
veg,Breakfast,beverage,Green Tea 558,189,2,27,6
veg,Lunch,beverage,Watermelon Juice 251,113,0,36,9
veg,Snack,snack,Dhokla 214,296,9,17,4
veg,Dinner,soup,Hot and Sour Soup 58,76,7,14,4
veg,Snack,beverage,Watermelon Juice 70,71,0,17,10
veg,Lunch,flatbread,Butter Naan 242,198,5,27,8
veg,Breakfast,beverage,Mango Shake 399,185,0,32,2
veg,Breakfast,breakfast_item,Pancakes 752,248,17,48,15
veg,Breakfast,breakfast_item,Puri Bhaji 6,432,17,20,6
veg,Lunch,beverage,Green Tea 12,74,2,16,2
veg,Lunch,flatbread,Missi Roti 252,182,8,23,7
veg,Breakfast,beverage,Banana Smoothie 158,225,3,32,5
veg,Lunch,rice,Curd Rice 43,203,7,71,2
veg,Breakfast,breakfast_item,Muesli with Milk 40,450,11,56,19
veg,Snack,snack,Greek Yogurt 247,168,13,30,6
veg,Lunch,dry_veg,Cabbage Sabzi 664,100,6,12,9
veg,Snack,beverage,Buttermilk (Chaas) 841,239,5,30,2
veg,Dinner,flatbread,Missi Roti 808,154,4,36,6
veg,Snack,snack,Dhokla 272,128,7,16,11
veg,Dinner,dry_veg,Mix Veg Dry 326,162,5,23,11
veg,Breakfast,beverage,Banana Smoothie 179,197,0,33,1
veg,Dinner,curry,Sambar 868,334,10,11,25
veg,Lunch,flatbread,Roti 290,82,3,25,2
veg,Breakfast,beverage,Lassi 318,78,2,30,0
veg,Snack,beverage,Green Tea 329,247,3,30,3
veg,Snack,beverage,Lemonade 943,143,3,24,2
veg,Dinner,salad,Greek Salad 764,37,6,15,8
veg,Lunch,curry,Dal Tadka 417,181,25,15,9
veg,Dinner,dry_veg,Bhindi Fry 906,134,3,16,9
veg,Lunch,salad,Cucumber Salad 907,127,5,5,7
veg,Snack,beverage,Lassi 276,90,0,15,10
veg,Lunch,beverage,Masala Chai 209,221,0,32,10
veg,Dinner,soup,Lentil Soup 757,113,1,7,2
veg,Breakfast,breakfast_item,Aloo Paratha 38,235,5,22,15
veg,Dinner,flatbread,Butter Naan 568,130,8,35,6
veg,Breakfast,breakfast_item,Puri Bhaji 673,247,15,59,19
non-veg,Snack,snack,Boiled Egg 43,179,14,9,14
veg,Breakfast,beverage,Mango Shake 150,237,2,20,0
veg,Dinner,soup,Hot and Sour Soup 949,79,1,11,2
veg,Breakfast,beverage,Orange Juice 334,178,5,10,8
veg,Dinner,soup,Hot and Sour Soup 268,80,6,15,1
veg,Breakfast,beverage,Watermelon Juice 584,85,2,23,5
veg,Breakfast,breakfast_item,Masala Dosa 277,450,19,34,18
veg,Dinner,dry_veg,Potato Fry 325,148,9,11,10
veg,Snack,beverage,Watermelon Juice 339,143,2,30,8
veg,Dinner,dry_veg,Baingan Bharta 602,232,7,17,5
veg,Snack,beverage,Watermelon Juice 197,125,3,31,1
veg,Dinner,dry_veg,Cabbage Sabzi 411,206,5,23,7
veg,Snack,snack,Makhana 738,58,12,10,0
veg,Dinner,flatbread,Roti 323,248,4,33,7
veg,Dinner,flatbread,Garlic Naan 104,185,2,36,2
veg,Lunch,salad,Sprouts Salad 854,47,4,9,7
veg,Lunch,beverage,Banana Smoothie 309,114,3,29,5
veg,Dinner,soup,Pumpkin Soup 804,116,8,10,0
veg,Lunch,beverage,Watermelon Juice 126,163,5,31,8
veg,Lunch,salad,Coleslaw 884,116,3,8,7
veg,Breakfast,beverage,Mango Shake 744,210,1,25,2
veg,Lunch,curry,Palak Paneer 739,178,13,21,14
veg,Lunch,salad,Cucumber Salad 439,125,7,14,8
veg,Snack,snack,Fruit Bowl 370,153,11,13,4
veg,Lunch,rice,Ghee Rice 597,290,7,77,5
veg,Dinner,flatbread,Phulka 508,164,2,26,4
non-veg,Breakfast,breakfast_item,Scrambled Eggs 330,410,13,40,10
veg,Snack,beverage,Lemonade 661,164,1,12,1
veg,Breakfast,breakfast_item,Masala Dosa 196,308,11,50,20
veg,Dinner,salad,Coleslaw 877,67,8,9,7
veg,Dinner,curry,Malai Kofta 390,177,13,26,13
veg,Snack,beverage,Filter Coffee 747,195,2,38,9
veg,Lunch,rice,Fried Rice 857,374,8,49,5
veg,Dinner,salad,Fruit Salad 584,136,7,11,2
veg,Dinner,curry,Mushroom Masala 881,381,10,22,10
veg,Dinner,curry,Malai Kofta 345,286,25,21,7
veg,Dinner,flatbread,Methi Thepla 142,94,3,16,3
veg,Dinner,salad,Cucumber Salad 935,82,3,13,1
veg,Breakfast,beverage,Masala Chai 84,86,4,22,3
veg,Dinner,salad,Sprouts Salad 426,99,1,15,2
veg,Breakfast,breakfast_item,Muesli with Milk 729,334,5,50,11
veg,Snack,snack,Dhokla 889,176,8,16,13
non-veg,Dinner,curry,Chicken Curry 344,347,10,17,18
veg,Lunch,dry_veg,Potato Fry 972,239,4,21,5
veg,Snack,beverage,Lassi 929,76,5,33,0
non-veg,Breakfast,breakfast_item,Scrambled Eggs 318,337,18,30,15
veg,Snack,beverage,Watermelon Juice 588,172,3,20,8
veg,Lunch,salad,Coleslaw 384,123,8,6,2
veg,Snack,snack,Fruit Bowl 484,167,15,5,15
veg,Snack,beverage,Coconut Water 154,161,5,18,3
veg,Breakfast,beverage,Masala Chai 467,229,0,28,10
veg,Snack,beverage,Buttermilk (Chaas) 332,82,0,27,10
veg,Lunch,rice,Khichdi 229,354,6,73,7
veg,Snack,snack,Popcorn 391,228,15,22,15
veg,Lunch,dry_veg,Baingan Bharta 51,117,5,20,14
veg,Breakfast,beverage,Masala Chai 947,54,4,25,9
veg,Lunch,dry_veg,Baingan Bharta 308,158,2,10,7
veg,Dinner,curry,Rajma Masala 204,237,12,18,13
veg,Breakfast,beverage,Orange Juice 728,123,0,39,0
veg,Snack,beverage,Watermelon Juice 243,180,0,25,7
veg,Dinner,salad,Cucumber Salad 788,122,2,14,5
non-veg,Lunch,curry,Chicken Curry 492,261,17,19,19
veg,Dinner,flatbread,Bhatura 125,113,6,16,6
veg,Dinner,soup,Clear Veg Soup 279,94,2,13,1
veg,Dinner,dry_veg,Baingan Bharta 722,184,7,22,10
non-veg,Dinner,curry,Butter Chicken 841,150,23,11,23
veg,Lunch,flatbread,Missi Roti 730,204,6,23,5
veg,Breakfast,beverage,Watermelon Juice 406,156,3,10,7
veg,Lunch,rice,Khichdi 231,355,6,47,7
veg,Snack,beverage,Lassi 78,166,0,29,3
veg,Dinner,dry_veg,Aloo Gobi 804,172,7,11,12
veg,Dinner,salad,Green Salad 632,83,5,10,5
veg,Breakfast,beverage,Lemonade 212,127,3,26,6
veg,Snack,beverage,Orange Juice 276,51,5,33,0
non-veg,Snack,snack,Boiled Egg 82,194,8,22,10
veg,Snack,snack,Makhana 470,263,11,12,8
veg,Lunch,dry_veg,Paneer Bhurji 850,109,2,11,8
veg,Dinner,dry_veg,Aloo Gobi 501,243,6,18,5
veg,Lunch,dry_veg,Aloo Gobi 460,135,7,21,11
veg,Snack,beverage,Coconut Water 171,128,4,16,5
non-veg,Snack,snack,Boiled Egg 732,193,15,10,15
veg,Breakfast,beverage,Buttermilk (Chaas) 85,160,4,24,5
non-veg,Lunch,curry,Chicken Curry 145,369,11,30,11
veg,Dinner,flatbread,Bhatura 495,156,5,22,3
veg,Snack,snack,Roasted Nuts 207,252,9,23,11
veg,Snack,snack,Bhel Puri 585,235,6,5,14
veg,Breakfast,breakfast_item,Besan Chilla 941,203,7,48,8
veg,Lunch,rice,Curd Rice 698,275,8,63,4
veg,Dinner,curry,Chana Masala 398,328,10,22,19
veg,Breakfast,beverage,Lassi 605,81,5,15,9
veg,Dinner,salad,Sprouts Salad 364,129,5,5,5
veg,Lunch,rice,Khichdi 377,262,8,68,4
veg,Snack,snack,Dhokla 862,146,15,18,7
non-veg,Lunch,curry,Egg Curry 7,296,15,18,21
veg,Dinner,dry_veg,Paneer Bhurji 293,214,3,24,6
veg,Dinner,flatbread,Butter Naan 201,198,6,19,2
veg,Snack,beverage,Orange Juice 454,115,5,38,10
veg,Breakfast,beverage,Banana Smoothie 459,63,4,14,8
veg,Breakfast,breakfast_item,Cheese Toast 994,405,14,24,11
veg,Breakfast,breakfast_item,Puri Bhaji 873,307,12,43,17
veg,Lunch,dry_veg,Aloo Gobi 355,200,6,17,14
veg,Breakfast,breakfast_item,Cheese Toast 819,230,12,51,6
veg,Snack,snack,Fruit Bowl 114,253,7,16,3
veg,Breakfast,beverage,Filter Coffee 497,59,1,35,6
veg,Snack,snack,Roasted Nuts 525,265,4,30,7
veg,Lunch,beverage,Buttermilk (Chaas) 761,111,5,28,4
veg,Breakfast,beverage,Coconut Water 392,246,2,31,6
veg,Breakfast,breakfast_item,Aloo Paratha 44,249,12,33,6
veg,Lunch,beverage,Watermelon Juice 790,238,4,12,2
veg,Snack,beverage,Coconut Water 116,221,2,28,9
veg,Snack,beverage,Lassi 657,247,3,34,5
veg,Breakfast,beverage,Lassi 733,167,4,28,1
veg,Lunch,beverage,Filter Coffee 618,133,5,31,7
veg,Breakfast,beverage,Filter Coffee 834,188,0,38,1
veg,Snack,beverage,Coconut Water 476,150,3,17,5
veg,Lunch,flatbread,Aloo Paratha 542,169,3,33,1
veg,Breakfast,beverage,Lemonade 28,116,5,11,5
veg,Breakfast,breakfast_item,Veg Sandwich 891,243,19,58,13
veg,Dinner,curry,Dal Tadka 558,174,17,27,21
veg,Breakfast,beverage,Buttermilk (Chaas) 114,174,5,13,9
veg,Lunch,salad,Corn Salad 710,39,1,5,4
veg,Snack,snack,Roasted Nuts 993,178,10,17,14
veg,Breakfast,beverage,Lassi 191,61,1,19,0
veg,Dinner,flatbread,Aloo Paratha 128,120,8,28,4
veg,Dinner,dry_veg,Cabbage Sabzi 407,244,6,12,15
veg,Lunch,beverage,Green Tea 843,61,1,14,0
veg,Snack,beverage,Lassi 403,78,2,11,0
veg,Lunch,beverage,Mango Shake 738,112,1,36,5
veg,Lunch,rice,Jeera Rice 558,312,8,48,2
veg,Breakfast,beverage,Green Tea 577,180,1,18,2
veg,Snack,snack,Protein Bar 159,204,9,14,14
veg,Breakfast,beverage,Filter Coffee 557,222,5,18,7
veg,Snack,snack,Fruit Bowl 636,197,13,9,7
veg,Dinner,soup,Manchow Soup 755,144,3,13,2
veg,Breakfast,beverage,Mango Shake 656,98,1,13,0
veg,Breakfast,breakfast_item,Pancakes 556,250,14,27,16
veg,Dinner,soup,Clear Veg Soup 665,146,7,7,4
veg,Lunch,salad,Fruit Salad 61,122,2,15,10
veg,Snack,beverage,Lemonade 538,67,5,19,3
veg,Breakfast,breakfast_item,Puri Bhaji 298,293,13,38,17
veg,Snack,snack,Bhel Puri 444,300,12,15,10
veg,Lunch,dry_veg,Potato Fry 436,225,7,14,13
veg,Lunch,rice,Brown Rice 251,283,8,74,1
veg,Lunch,dry_veg,Beans Poriyal 369,156,3,21,13
veg,Lunch,beverage,Mango Shake 58,163,3,31,6
veg,Breakfast,breakfast_item,Masala Dosa 962,341,17,50,17
veg,Lunch,flatbread,Butter Naan 829,121,8,39,4
veg,Lunch,beverage,Buttermilk (Chaas) 713,58,2,38,10
non-veg,Lunch,curry,Butter Chicken 462,224,17,19,10
veg,Breakfast,breakfast_item,Oats Porridge 215,227,5,50,10
veg,Breakfast,beverage,Lassi 554,108,5,15,10
veg,Dinner,salad,Cucumber Salad 438,141,7,7,2
veg,Lunch,salad,Sprouts Salad 474,86,7,15,9
veg,Snack,beverage,Mango Shake 528,201,5,33,6
veg,Lunch,flatbread,Garlic Naan 755,112,8,39,5
veg,Lunch,beverage,Masala Chai 607,86,4,36,3
veg,Lunch,dry_veg,Beans Poriyal 287,135,5,12,6
veg,Lunch,curry,Chana Masala 495,160,15,30,19
veg,Dinner,salad,Fruit Salad 881,39,5,14,3
veg,Breakfast,breakfast_item,Masala Dosa 604,243,9,50,17
veg,Dinner,curry,Palak Paneer 455,216,7,11,18
veg,Dinner,dry_veg,Aloo Gobi 331,179,2,17,11
veg,Breakfast,beverage,Coconut Water 583,205,2,40,5
veg,Snack,beverage,Banana Smoothie 896,203,1,17,5
veg,Snack,snack,Greek Yogurt 675,134,7,12,7
non-veg,Snack,snack,Boiled Egg 364,198,6,28,2
veg,Breakfast,beverage,Banana Smoothie 963,57,1,23,9
veg,Snack,beverage,Watermelon Juice 308,188,0,28,5
veg,Snack,snack,Makhana 563,134,9,18,5
veg,Lunch,salad,Cucumber Salad 926,38,8,9,4
veg,Lunch,curry,Mushroom Masala 335,358,21,28,9
veg,Lunch,rice,Veg Biryani 823,200,8,69,4
veg,Dinner,curry,Chana Masala 449,157,15,21,7
veg,Breakfast,breakfast_item,Oats Porridge 550,439,12,51,13
veg,Breakfast,beverage,Masala Chai 536,188,3,28,8
veg,Snack,beverage,Coconut Water 845,208,4,30,10
veg,Breakfast,breakfast_item,Puri Bhaji 188,484,14,47,17
veg,Dinner,flatbread,Paratha 85,214,3,31,10
veg,Breakfast,breakfast_item,Poha 897,289,8,29,20
veg,Dinner,curry,Palak Paneer 868,281,24,15,8
veg,Dinner,salad,Chickpea Salad 595,64,2,13,2
veg,Breakfast,breakfast_item,Veg Sandwich 555,218,12,52,15
veg,Breakfast,breakfast_item,Puri Bhaji 691,342,19,43,8
veg,Dinner,curry,Dal Fry 832,257,20,10,16
veg,Breakfast,breakfast_item,Puri Bhaji 864,443,13,30,19
veg,Breakfast,beverage,Banana Smoothie 12,183,5,19,4
veg,Snack,snack,Roasted Nuts 896,277,7,29,9
veg,Breakfast,breakfast_item,Veg Sandwich 657,439,13,41,19
veg,Lunch,beverage,Lassi 182,91,0,32,8
veg,Lunch,curry,Dal Fry 736,312,22,25,20
veg,Dinner,dry_veg,Aloo Gobi 31,102,4,25,15
veg,Snack,snack,Popcorn 762,258,13,18,3
veg,Snack,snack,Roasted Nuts 958,214,13,27,15
veg,Snack,snack,Fruit Bowl 467,132,8,23,14
veg,Breakfast,breakfast_item,Oats Porridge 821,483,5,55,20
veg,Dinner,flatbread,Paratha 71,98,7,31,5
veg,Breakfast,breakfast_item,Cheese Toast 857,488,18,27,18
veg,Breakfast,breakfast_item,Masala Dosa 839,489,6,21,8
non-veg,Dinner,curry,Butter Chicken 833,316,11,12,19
veg,Breakfast,beverage,Buttermilk (Chaas) 274,52,0,37,10
veg,Lunch,beverage,Watermelon Juice 745,238,1,10,9
veg,Dinner,salad,Sprouts Salad 95,120,5,14,2
veg,Snack,snack,Makhana 151,298,6,14,7
veg,Breakfast,beverage,Lassi 299,192,2,21,7
veg,Dinner,curry,Sambar 540,326,6,26,16
veg,Breakfast,breakfast_item,Idli Sambar 719,447,7,41,12
veg,Lunch,curry,Paneer Butter Masala 328,348,5,20,7
veg,Lunch,beverage,Watermelon Juice 818,221,0,23,9
veg,Snack,beverage,Masala Chai 299,180,2,16,4
veg,Breakfast,breakfast_item,Puri Bhaji 473,494,20,27,19
veg,Lunch,flatbread,Garlic Naan 330,83,4,32,3
veg,Breakfast,beverage,Green Tea 775,196,0,37,2
veg,Snack,beverage,Masala Chai 349,238,4,16,3
non-veg,Lunch,curry,Bhuna Gosht 376,179,21,12,23
veg,Snack,snack,Roasted Nuts 494,264,4,22,9
veg,Dinner,salad,Sprouts Salad 294,113,2,14,10
veg,Snack,snack,Fruit Bowl 187,244,11,7,2
veg,Dinner,dry_veg,Bhindi Fry 20,119,2,24,10
veg,Breakfast,breakfast_item,Veg Sandwich 891,261,14,23,15
veg,Dinner,salad,Coleslaw 957,95,8,9,8
veg,Snack,snack,Makhana 20,105,2,19,5
veg,Lunch,rice,Brown Rice 404,328,5,70,1
veg,Dinner,dry_veg,Aloo Gobi 320,232,5,10,6
veg,Snack,snack,Makhana 527,85,9,19,11
veg,Breakfast,breakfast_item,Aloo Paratha 908,433,15,58,15
veg,Dinner,curry,Sambar 125,278,17,18,17
veg,Snack,snack,Makhana 470,223,14,8,7
veg,Dinner,dry_veg,Paneer Bhurji 2,205,4,21,7
veg,Lunch,beverage,Filter Coffee 354,67,5,24,2
non-veg,Dinner,curry,Egg Curry 651,175,7,20,9
veg,Lunch,beverage,Mango Shake 507,78,2,37,0
veg,Snack,snack,Makhana 850,289,6,26,7
veg,Dinner,flatbread,Butter Naan 144,218,4,27,2
veg,Breakfast,beverage,Orange Juice 55,51,1,28,7
veg,Dinner,dry_veg,Paneer Bhurji 77,223,7,20,13
veg,Dinner,dry_veg,Aloo Gobi 623,202,6,23,7
veg,Breakfast,beverage,Filter Coffee 712,64,4,12,1
veg,Dinner,flatbread,Bhatura 148,106,5,23,10
veg,Dinner,salad,Green Salad 443,141,8,11,2
veg,Breakfast,breakfast_item,Aloo Paratha 425,469,15,52,19
veg,Lunch,salad,Sprouts Salad 779,140,3,12,5
non-veg,Lunch,curry,Bhuna Gosht 569,320,5,22,8
veg,Lunch,flatbread,Butter Naan 876,81,8,17,7
veg,Breakfast,beverage,Green Tea 853,197,3,24,9
veg,Breakfast,beverage,Lassi 58,202,4,37,7
veg,Lunch,flatbread,Roti 388,221,2,32,3
veg,Dinner,flatbread,Phulka 704,109,2,27,8
veg,Lunch,curry,Mushroom Masala 234,170,19,15,15
veg,Lunch,salad,Cucumber Salad 12,31,4,5,6
veg,Snack,beverage,Filter Coffee 862,52,5,19,8
veg,Breakfast,beverage,Lemonade 240,224,1,12,1
veg,Snack,beverage,Coconut Water 980,248,5,15,7
veg,Breakfast,beverage,Mango Shake 593,56,5,12,3
veg,Snack,beverage,Orange Juice 254,162,3,23,5
veg,Lunch,rice,Peas Pulao 200,243,7,48,4
veg,Lunch,beverage,Mango Shake 757,244,2,26,7
veg,Lunch,flatbread,Paratha 208,139,6,38,10
veg,Breakfast,beverage,Filter Coffee 656,243,5,26,0
non-veg,Dinner,curry,Butter Chicken 305,198,23,26,6
veg,Snack,beverage,Orange Juice 343,98,3,16,2
veg,Snack,snack,Protein Bar 180,250,15,5,6
veg,Breakfast,breakfast_item,Cheese Toast 583,211,13,30,14
veg,Snack,snack,Makhana 907,206,10,22,2
veg,Breakfast,breakfast_item,Puri Bhaji 598,319,18,34,8
veg,Breakfast,beverage,Coconut Water 597,54,5,14,1
veg,Lunch,dry_veg,Beans Poriyal 829,188,5,16,7
veg,Lunch,salad,Cucumber Salad 107,44,7,14,0
veg,Dinner,soup,Pumpkin Soup 835,133,3,6,1
veg,Snack,snack,Bhel Puri 266,136,9,16,11
veg,Breakfast,beverage,Banana Smoothie 566,78,1,35,0
veg,Breakfast,beverage,Orange Juice 955,70,4,20,10
veg,Snack,snack,Makhana 504,114,15,19,14
veg,Lunch,curry,Chana Masala 873,211,11,29,13
veg,Breakfast,beverage,Orange Juice 36,233,3,28,3
veg,Lunch,beverage,Mango Shake 933,250,0,39,3
veg,Breakfast,beverage,Coconut Water 461,202,1,11,5
veg,Lunch,dry_veg,Aloo Gobi 815,159,2,13,5
veg,Lunch,beverage,Green Tea 917,89,4,23,6
veg,Snack,snack,Makhana 53,97,4,21,12
veg,Breakfast,breakfast_item,Upma 358,454,12,27,16
veg,Snack,beverage,Orange Juice 801,228,3,18,5
veg,Dinner,dry_veg,Paneer Bhurji 788,151,2,16,8
veg,Breakfast,beverage,Mango Shake 592,50,4,33,8
veg,Breakfast,beverage,Mango Shake 473,189,0,27,3
veg,Breakfast,beverage,Lassi 44,192,4,25,8
veg,Dinner,curry,Sambar 870,289,23,12,8
veg,Snack,snack,Roasted Nuts 525,91,7,13,10
veg,Dinner,soup,Pumpkin Soup 517,74,6,10,2
veg,Snack,snack,Protein Bar 161,58,10,24,8
veg,Dinner,curry,Paneer Butter Masala 835,265,13,28,21
veg,Snack,beverage,Buttermilk (Chaas) 542,91,0,31,5
veg,Lunch,curry,Palak Paneer 574,246,5,25,19
veg,Breakfast,breakfast_item,Idli Sambar 360,285,12,29,20
veg,Snack,beverage,Lemonade 793,206,5,35,0
veg,Dinner,curry,Sambar 243,294,10,16,24
veg,Breakfast,beverage,Filter Coffee 235,151,2,38,9
veg,Lunch,flatbread,Methi Thepla 548,144,2,15,7
veg,Snack,snack,Roasted Nuts 547,205,14,29,12
veg,Lunch,beverage,Orange Juice 410,152,2,12,0
veg,Dinner,soup,Tomato Soup 135,76,3,13,3
veg,Lunch,flatbread,Kulcha 848,174,4,21,5
veg,Breakfast,breakfast_item,Besan Chilla 256,221,13,34,15
veg,Lunch,rice,Peas Pulao 218,256,3,76,1
veg,Dinner,flatbread,Roti 617,223,5,19,1
veg,Lunch,flatbread,Missi Roti 292,145,4,30,10
veg,Breakfast,beverage,Coconut Water 994,244,4,30,0
veg,Breakfast,breakfast_item,Besan Chilla 293,209,18,57,19
veg,Dinner,salad,Sprouts Salad 127,118,1,9,4
veg,Dinner,soup,Hot and Sour Soup 383,120,4,9,2
veg,Breakfast,beverage,Buttermilk (Chaas) 471,151,3,25,0
veg,Snack,beverage,Watermelon Juice 273,74,2,40,9
veg,Snack,beverage,Masala Chai 10,99,4,12,9
veg,Breakfast,beverage,Green Tea 131,96,1,26,7
veg,Breakfast,beverage,Filter Coffee 148,87,0,26,9
veg,Lunch,curry,Paneer Butter Masala 892,356,16,15,19
veg,Dinner,salad,Greek Salad 68,141,3,9,4
veg,Lunch,dry_veg,Cabbage Sabzi 659,135,5,22,10
veg,Breakfast,breakfast_item,Upma 863,492,11,20,6
veg,Breakfast,beverage,Mango Shake 546,224,0,39,6
veg,Breakfast,beverage,Buttermilk (Chaas) 638,70,4,32,5
veg,Breakfast,beverage,Banana Smoothie 898,148,5,20,8
veg,Snack,beverage,Buttermilk (Chaas) 786,221,4,39,2
veg,Breakfast,breakfast_item,Oats Porridge 680,300,19,47,6
veg,Snack,snack,Dhokla 540,176,12,16,1
veg,Snack,beverage,Green Tea 888,50,4,12,10
veg,Lunch,dry_veg,Paneer Bhurji 805,170,5,18,9
veg,Breakfast,breakfast_item,Veg Sandwich 320,468,18,40,18
veg,Snack,beverage,Banana Smoothie 294,70,0,13,8
veg,Dinner,soup,Tomato Soup 148,147,7,8,5
veg,Breakfast,beverage,Banana Smoothie 825,160,2,18,7
veg,Snack,beverage,Green Tea 850,99,2,10,6
veg,Snack,snack,Makhana 374,117,3,10,10
